,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Group,Passenger,FirstName,LastName,Deck,Number,Side,InGroup,InFamily
23,0020_03,Earth,TRUE,E/0/S,55 Cancri e,29,FALSE,0,0,,0,0,Mollen Mcfaddennon,0,20,3,Mollen,Mcfaddennon,E,0,S,TRUE,TRUE
24,0020_04,Earth,FALSE,E/0/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Breney Jacostanley,1,20,4,Breney,Jacostanley,E,0,S,TRUE,FALSE
25,0020_05,Earth,TRUE,E/0/S,PSO J318.5-22,1,FALSE,,0,0,0,0,Mael Brantuarez,0,20,5,Mael,Brantuarez,E,0,S,TRUE,TRUE
26,0020_06,Earth,FALSE,E/0/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Terta Mcfaddennon,0,20,6,Terta,Mcfaddennon,E,0,S,TRUE,TRUE
27,0022_01,Mars,FALSE,D/0/P,TRAPPIST-1e,21,FALSE,980,2,69,0,0,,0,22,1,,,D,0,P,FALSE,FALSE
28,0024_01,Europa,TRUE,C/2/S,TRAPPIST-1e,62,FALSE,0,0,,0,0,Penton Fullided,1,24,1,Penton,Fullided,C,2,S,FALSE,FALSE
29,0025_01,Earth,FALSE,F/6/S,TRAPPIST-1e,15,FALSE,0,225,0,998,0,Karard Brookenson,0,25,1,Karard,Brookenson,F,6,S,FALSE,FALSE
30,0026_01,Europa,FALSE,C/0/P,55 Cancri e,34,FALSE,22,6073,0,1438,328,Anyoni Unconary,0,26,1,Anyoni,Unconary,C,0,P,FALSE,FALSE
31,0028_01,Mars,FALSE,F/8/P,TRAPPIST-1e,43,FALSE,1125,0,136,48,0,Ceros Mare,0,28,1,Ceros,Mare,F,8,P,FALSE,FALSE
32,0030_01,Earth,FALSE,G/4/S,TRAPPIST-1e,32,FALSE,0,850,81,437,453,Ginia Morsentley,0,30,1,Ginia,Morsentley,G,4,S,FALSE,FALSE
33,0031_01,Mars,FALSE,F/9/P,TRAPPIST-1e,47,FALSE,214,0,1411,0,1229,Coobix Datie,1,31,1,Coobix,Datie,F,9,P,TRUE,TRUE
34,0031_02,Mars,FALSE,F/9/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Cinets Datie,1,31,2,Cinets,Datie,F,9,P,TRUE,TRUE
35,0031_03,Mars,FALSE,F/9/P,TRAPPIST-1e,20,FALSE,,0,1750,990,0,Dontch Datie,1,31,3,Dontch,Datie,F,9,P,TRUE,TRUE
36,0034_01,Europa,TRUE,D/1/S,55 Cancri e,28,FALSE,0,0,0,0,0,Ziba Oingwhedly,1,34,1,Ziba,Oingwhedly,D,1,S,FALSE,FALSE
37,0035_01,Mars,FALSE,D/1/P,55 Cancri e,23,FALSE,784,964,0,951,0,Luse Butte,0,35,1,Luse,Butte,D,1,P,FALSE,FALSE
38,0036_01,Earth,FALSE,F/8/S,55 Cancri e,15,,0,492,48,20,401,Marina Leodger,0,36,1,Marina,Leodger,F,8,S,FALSE,FALSE
39,0038_01,Earth,FALSE,F/10/S,55 Cancri e,20,FALSE,554,195,0,2606,0,Loise Wheelez,0,38,1,Loise,Wheelez,F,1,/,FALSE,FALSE
40,0039_01,Earth,TRUE,G/1/P,55 Cancri e,30,FALSE,0,0,,0,0,Jorgie Batthewitt,0,39,1,Jorgie,Batthewitt,G,1,P,FALSE,FALSE
41,0041_01,Earth,TRUE,G/2/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Margia Moodsey,1,41,1,Margia,Moodsey,G,2,P,FALSE,FALSE
42,0043_01,Europa,FALSE,B/3/P,TRAPPIST-1e,45,FALSE,0,164,45,2511,855,Ankalik Cylistrand,0,43,1,Ankalik,Cylistrand,B,3,P,FALSE,FALSE
43,0044_01,Earth,TRUE,G/3/P,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Jodye Coopelandez,0,44,1,Jodye,Coopelandez,G,3,P,TRUE,TRUE
44,0044_02,Earth,TRUE,G/3/P,55 Cancri e,4,FALSE,0,0,0,0,0,Kayne Coopelandez,1,44,2,Kayne,Coopelandez,G,3,P,TRUE,TRUE
45,0044_03,Earth,TRUE,G/3/P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Cassa Coopelandez,1,44,3,Cassa,Coopelandez,G,3,P,TRUE,TRUE
46,0045_01,Mars,FALSE,F/10/P,TRAPPIST-1e,21,FALSE,970,0,180,0,64,Zelowl Chmad,0,45,1,Zelowl,Chmad,F,1,/,TRUE,TRUE
47,0045_02,Mars,TRUE,F/10/P,,19,FALSE,0,0,0,0,0,Mass Chmad,1,45,2,Mass,Chmad,F,1,/,TRUE,TRUE
48,0050_01,Earth,FALSE,E/1/S,55 Cancri e,35,FALSE,790,0,0,,0,Sony Lancis,0,50,1,Sony,Lancis,E,1,S,FALSE,FALSE
49,0051_01,Earth,FALSE,E/2/S,TRAPPIST-1e,56,FALSE,0,112,0,1379,127,Vivia Johnshines,0,51,1,Vivia,Johnshines,E,2,S,FALSE,FALSE
50,0052_01,Earth,FALSE,G/6/S,TRAPPIST-1e,,FALSE,4,0,2,4683,0,Elaney Hubbarton,0,52,1,Elaney,Hubbarton,G,6,S,FALSE,FALSE
51,0053_01,Earth,FALSE,F/11/S,TRAPPIST-1e,25,FALSE,0,0,1938,0,1,Elson Hickerson,1,53,1,Elson,Hickerson,F,1,/,FALSE,FALSE
52,0056_01,Europa,FALSE,A/1/S,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Okulas Tractive,1,56,1,Okulas,Tractive,A,1,S,TRUE,TRUE
53,0056_02,Europa,TRUE,A/1/S,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Instab Tractive,1,56,2,Instab,Tractive,A,1,S,TRUE,TRUE
54,0056_03,Europa,FALSE,A/1/S,TRAPPIST-1e,27,FALSE,279,605,3374,286,3,Zinoces Tractive,1,56,3,Zinoces,Tractive,A,1,S,TRUE,TRUE
55,0058_01,Earth,TRUE,G/7/S,PSO J318.5-22,36,FALSE,0,0,0,0,0,Warry Ayalazquez,0,58,1,Warry,Ayalazquez,G,7,S,FALSE,FALSE
56,0061_01,Earth,FALSE,F/12/S,TRAPPIST-1e,22,FALSE,45,1096,148,1377,1,Shanya Salez,0,61,1,Shanya,Salez,F,1,/,FALSE,FALSE
57,0062_01,Earth,FALSE,F/13/S,TRAPPIST-1e,62,FALSE,0,592,0,17,25,Sterry Greeves,0,62,1,Sterry,Greeves,F,1,/,FALSE,FALSE
58,0064_01,Mars,TRUE,F/14/S,TRAPPIST-1e,15,FALSE,0,0,0,0,0,,1,64,1,,,F,1,/,TRUE,FALSE
59,0064_02,,TRUE,E/3/S,TRAPPIST-1e,33,FALSE,0,0,,0,0,Colatz Keen,1,64,2,Colatz,Keen,E,3,S,TRUE,FALSE
60,0066_01,Earth,FALSE,G/6/P,TRAPPIST-1e,62,FALSE,1,153,197,0,460,Diandy Pecketton,0,66,1,Diandy,Pecketton,G,6,P,FALSE,FALSE
61,0067_01,Earth,TRUE,G/10/S,PSO J318.5-22,0,FALSE,0,0,0,0,0,Ninaha Leeves,1,67,1,Ninaha,Leeves,G,1,/,TRUE,TRUE
62,0067_02,Earth,FALSE,G/10/S,TRAPPIST-1e,18,FALSE,1,258,446,0,0,Celine Leeves,1,67,2,Celine,Leeves,G,1,/,TRUE,TRUE
63,0067_03,Earth,FALSE,F/15/S,55 Cancri e,21,FALSE,1946,37,0,0,24,Velyne Leeves,0,67,3,Velyne,Leeves,F,1,/,TRUE,TRUE
64,0068_01,Mars,FALSE,E/4/S,TRAPPIST-1e,,FALSE,793,0,2,253,0,Cinst Binie,0,68,1,Cinst,Binie,E,4,S,FALSE,FALSE
65,0069_01,Earth,FALSE,F/16/S,TRAPPIST-1e,42,FALSE,887,0,9,6,0,,1,69,1,,,F,1,/,FALSE,FALSE
66,0070_01,Earth,FALSE,F/13/P,TRAPPIST-1e,19,FALSE,190,0,5,1,726,Meremy Brighttt,0,70,1,Meremy,Brighttt,F,1,/,FALSE,FALSE
67,0071_01,Earth,FALSE,F/14/P,TRAPPIST-1e,17,FALSE,16,2165,0,0,52,Nelly Dillines,0,71,1,Nelly,Dillines,F,1,/,FALSE,FALSE
68,0072_01,Earth,FALSE,F/17/S,TRAPPIST-1e,14,FALSE,0,1,0,0,1063,Thell Brantuarez,0,72,1,Thell,Brantuarez,F,1,/,FALSE,FALSE
69,0073_01,Mars,FALSE,D/3/P,PSO J318.5-22,37,FALSE,46,83,738,0,12,Gorn Make,0,73,1,Gorn,Make,D,3,P,FALSE,FALSE
70,0074_01,Europa,FALSE,C/3/S,TRAPPIST-1e,42,FALSE,1,8397,0,0,506,Aldibah Mostedry,1,74,1,Aldibah,Mostedry,C,3,S,FALSE,FALSE
71,0076_01,Mars,FALSE,F/18/S,TRAPPIST-1e,27,FALSE,147,0,1018,0,0,Conk Dal,1,76,1,Conk,Dal,F,1,/,FALSE,FALSE
72,0077_01,Mars,FALSE,F/15/P,TRAPPIST-1e,28,FALSE,14,0,1295,0,0,Pon Blité,1,77,1,Pon,Blité,F,1,/,FALSE,FALSE
73,0078_01,Europa,FALSE,C/4/S,TRAPPIST-1e,38,FALSE,0,5840,0,321,9654,Spuri Pokerheed,0,78,1,Spuri,Pokerheed,C,4,S,FALSE,FALSE
74,0081_01,Earth,TRUE,G/13/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Dellie Vinozarks,0,81,1,Dellie,Vinozarks,G,1,/,FALSE,FALSE
75,0082_01,Mars,FALSE,F/16/P,TRAPPIST-1e,42,FALSE,7406,0,0,0,0,Totse Datte,0,82,1,Totse,Datte,F,1,/,TRUE,TRUE
76,0082_02,Mars,TRUE,F/16/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Eaturs Datte,1,82,2,Eaturs,Datte,F,1,/,TRUE,TRUE
77,0082_03,Mars,FALSE,F/16/P,TRAPPIST-1e,8,FALSE,0,0,0,0,0,,1,82,3,,,F,1,/,TRUE,FALSE
78,0084_01,Earth,FALSE,G/14/S,TRAPPIST-1e,24,FALSE,688,0,0,0,17,Coren Coopezmaney,1,84,1,Coren,Coopezmaney,G,1,/,FALSE,FALSE
79,0085_01,Europa,TRUE,C/5/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Furudah Ellcefulve,1,85,1,Furudah,Ellcefulve,C,5,S,FALSE,FALSE
80,0086_01,Earth,FALSE,F/17/P,TRAPPIST-1e,43,FALSE,211,0,0,638,513,Jodye Kinson,0,86,1,Jodye,Kinson,F,1,/,FALSE,FALSE
81,0088_01,Mars,TRUE,E/5/S,PSO J318.5-22,45,FALSE,0,0,0,0,0,Stmeal Sacre,1,88,1,Stmeal,Sacre,E,5,S,FALSE,FALSE
82,0090_01,Earth,TRUE,G/15/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Heremy Santry,1,90,1,Heremy,Santry,G,1,/,FALSE,FALSE
83,0091_01,Earth,TRUE,G/16/S,TRAPPIST-1e,26,FALSE,,0,0,0,0,Deanne Yorkland,1,91,1,Deanne,Yorkland,G,1,/,TRUE,TRUE
84,0091_02,Earth,FALSE,F/20/S,TRAPPIST-1e,27,FALSE,1,697,31,188,0,Tinez Yorkland,0,91,2,Tinez,Yorkland,F,2,/,TRUE,TRUE
85,0092_01,Earth,FALSE,G/9/P,TRAPPIST-1e,19,FALSE,0,0,670,1,34,Gracy Dunnisey,0,92,1,Gracy,Dunnisey,G,9,P,TRUE,FALSE
86,0092_02,Earth,TRUE,G/9/P,TRAPPIST-1e,0,FALSE,0,0,,0,0,Stald Hewson,1,92,2,Stald,Hewson,G,9,P,TRUE,TRUE
87,0092_03,Earth,TRUE,G/9/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Tiney Hewson,1,92,3,Tiney,Hewson,G,9,P,TRUE,TRUE
88,0097_01,Europa,FALSE,A/2/S,TRAPPIST-1e,54,FALSE,0,1208,0,3,637,Alchium Fictful,0,97,1,Alchium,Fictful,A,2,S,FALSE,FALSE
89,0098_01,Earth,FALSE,G/11/P,TRAPPIST-1e,26,FALSE,0,856,5,32,0,Doria Carezquez,0,98,1,Doria,Carezquez,G,1,/,TRUE,TRUE
90,0098_02,Earth,FALSE,G/11/P,TRAPPIST-1e,26,FALSE,0,2811,957,0,87,Leence Carezquez,1,98,2,Leence,Carezquez,G,1,/,TRUE,TRUE
91,0099_01,Earth,FALSE,F/19/P,PSO J318.5-22,23,FALSE,311,427,526,37,0,Aliey Leetersoney,0,99,1,Aliey,Leetersoney,F,1,/,TRUE,FALSE
92,0099_02,Earth,,G/12/P,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Thewis Connelson,1,99,2,Thewis,Connelson,G,1,/,TRUE,FALSE
93,0101_01,Mars,TRUE,,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Book Trad,1,101,1,Book,Trad,,,,FALSE,FALSE
94,0102_01,Earth,FALSE,F/23/S,TRAPPIST-1e,18,FALSE,0,0,0,830,91,Ritany Holson,0,102,1,Ritany,Holson,F,2,/,FALSE,FALSE
95,0103_01,Earth,FALSE,F/24/S,TRAPPIST-1e,24,FALSE,0,,0,0,17,Arlen Mclainez,1,103,1,Arlen,Mclainez,F,2,/,TRUE,TRUE
96,0103_02,Earth,TRUE,G/18/S,55 Cancri e,9,FALSE,0,0,0,0,0,Shaele Mclainez,1,103,2,Shaele,Mclainez,G,1,/,TRUE,TRUE
97,0103_03,Earth,TRUE,G/18/S,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Fanne Mclainez,0,103,3,Fanne,Mclainez,G,1,/,TRUE,TRUE
98,0105_01,Earth,,F/21/P,TRAPPIST-1e,27,FALSE,0,0,570,2,131,Carry Cleachrand,0,105,1,Carry,Cleachrand,F,2,/,FALSE,FALSE
99,0107_01,Mars,FALSE,D/2/S,TRAPPIST-1e,21,FALSE,1743,5,17,0,0,Coobix Hart,0,107,1,Coobix,Hart,D,2,S,FALSE,FALSE
100,0108_01,Earth,TRUE,G/19/S,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Natald Handertiz,0,108,1,Natald,Handertiz,G,1,/,TRUE,TRUE
101,0108_02,Earth,FALSE,G/19/S,TRAPPIST-1e,31,FALSE,562,0,326,0,0,,0,108,2,,,G,1,/,TRUE,FALSE
102,0108_03,Earth,FALSE,G/19/S,TRAPPIST-1e,0,,0,0,0,0,0,Oline Handertiz,1,108,3,Oline,Handertiz,G,1,/,TRUE,TRUE
103,0110_01,Europa,FALSE,,TRAPPIST-1e,32,FALSE,0,410,6,3929,764,Graviph Aloubtled,0,110,1,Graviph,Aloubtled,,,,TRUE,TRUE
104,0110_02,Europa,,B/5/P,TRAPPIST-1e,40,FALSE,0,331,0,0,1687,Aldeba Bootious,0,110,2,Aldeba,Bootious,B,5,P,TRUE,FALSE
105,0110_03,Europa,FALSE,B/5/P,TRAPPIST-1e,42,FALSE,2209,11418,0,1868,445,Alaratz Aloubtled,1,110,3,Alaratz,Aloubtled,B,5,P,TRUE,TRUE
106,0110_04,Europa,TRUE,B/5/P,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Izark Aloubtled,1,110,4,Izark,Aloubtled,B,5,P,TRUE,TRUE
107,0111_01,Europa,TRUE,E/6/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Aldera Supred,1,111,1,Aldera,Supred,E,6,S,FALSE,FALSE
108,0112_01,Europa,FALSE,B/1/S,55 Cancri e,48,TRUE,0,2537,87,17,13,Moth Cowtale,1,112,1,Moth,Cowtale,B,1,S,FALSE,FALSE
109,0113_01,Earth,FALSE,F/23/P,TRAPPIST-1e,64,FALSE,0,0,804,0,0,Idary Carvis,1,113,1,Idary,Carvis,F,2,/,FALSE,FALSE
110,0114_01,Earth,FALSE,G/20/S,TRAPPIST-1e,27,FALSE,82,157,429,238,1,Maura Beckerson,0,114,1,Maura,Beckerson,G,2,/,FALSE,FALSE
111,0115_01,Mars,,F/24/P,TRAPPIST-1e,26,FALSE,0,0,0,0,,Rohs Pead,1,115,1,Rohs,Pead,F,2,/,FALSE,FALSE
112,0116_01,Europa,FALSE,D/4/P,TRAPPIST-1e,33,FALSE,1,2223,0,12,404,Alhenah Suptive,1,116,1,Alhenah,Suptive,D,4,P,FALSE,FALSE
113,0119_01,,FALSE,A/0/P,TRAPPIST-1e,39,FALSE,0,2344,0,65,6898,Batan Coning,0,119,1,Batan,Coning,A,0,P,TRUE,TRUE
114,0119_02,Europa,TRUE,A/0/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Kleeiak Coning,1,119,2,Kleeiak,Coning,A,0,P,TRUE,TRUE
115,0120_01,Mars,TRUE,F/25/P,TRAPPIST-1e,24,FALSE,0,0,0,0,,Bees Sacre,1,120,1,Bees,Sacre,F,2,/,FALSE,FALSE
116,0122_01,Earth,FALSE,G/21/S,TRAPPIST-1e,29,FALSE,0,0,0,699,74,Shelle Hayder,0,122,1,Shelle,Hayder,G,2,/,FALSE,FALSE
117,0123_01,Earth,FALSE,F/27/P,TRAPPIST-1e,18,FALSE,55,597,49,0,1,Iree Fielson,0,123,1,Iree,Fielson,F,2,/,FALSE,FALSE
118,0126_01,Mars,TRUE,F/27/S,TRAPPIST-1e,67,FALSE,0,0,0,0,0,Milly Mish,1,126,1,Milly,Mish,F,2,/,FALSE,FALSE
119,0127_01,Mars,FALSE,E/7/S,TRAPPIST-1e,35,FALSE,701,0,296,0,25,Miloss Mesty,0,127,1,Miloss,Mesty,E,7,S,FALSE,FALSE
120,0128_01,Mars,FALSE,D/3/S,TRAPPIST-1e,61,TRUE,2353,334,9,316,2,Grohs Fles,0,128,1,Grohs,Fles,D,3,S,TRUE,TRUE
121,0128_02,Mars,FALSE,E/8/S,TRAPPIST-1e,45,FALSE,2103,6,0,0,0,Barave Fles,0,128,2,Barave,Fles,E,8,S,TRUE,TRUE
122,0129_01,Earth,TRUE,G/22/S,PSO J318.5-22,22,FALSE,0,0,,0,0,Race Fowles,1,129,1,Race,Fowles,G,2,/,FALSE,FALSE
123,0133_01,Mars,TRUE,F/29/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Flynx Blie,1,133,1,Flynx,Blie,F,2,/,TRUE,TRUE
124,0133_02,Mars,FALSE,D/5/S,TRAPPIST-1e,36,FALSE,2738,0,0,0,0,Egrasp Blie,0,133,2,Egrasp,Blie,D,5,S,TRUE,TRUE
125,0134_01,Earth,FALSE,G/17/P,TRAPPIST-1e,19,FALSE,0,14,730,0,0,Camina Harmontry,1,134,1,Camina,Harmontry,G,1,/,FALSE,FALSE
126,0136_01,Earth,FALSE,G/23/S,PSO J318.5-22,47,FALSE,97,418,126,25,55,,0,136,1,,,G,2,/,FALSE,FALSE
127,0138_01,Earth,TRUE,G/18/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Fayene Gambs,1,138,1,Fayene,Gambs,G,1,/,TRUE,TRUE
128,0138_02,Earth,FALSE,E/5/P,,34,FALSE,0,22,0,564,207,Monah Gambs,0,138,2,Monah,Gambs,E,5,P,TRUE,TRUE
129,0139_01,Europa,TRUE,C/6/S,55 Cancri e,35,FALSE,0,0,0,0,0,Charda Myling,1,139,1,Charda,Myling,C,6,S,FALSE,FALSE
130,0140_01,Earth,TRUE,G/19/P,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Evaley Mejiaddox,1,140,1,Evaley,Mejiaddox,G,1,/,TRUE,FALSE
131,0140_02,Earth,FALSE,F/29/P,TRAPPIST-1e,26,FALSE,440,0,0,0,462,Verney Whitakers,0,140,2,Verney,Whitakers,F,2,/,TRUE,FALSE
132,0141_01,Mars,FALSE,F/30/P,TRAPPIST-1e,31,FALSE,,0,97,0,0,Pyrohs Harte,0,141,1,Pyrohs,Harte,F,3,/,FALSE,FALSE
133,0144_01,Earth,FALSE,F/31/S,TRAPPIST-1e,20,FALSE,0,420,210,0,0,Guadae Dayers,1,144,1,Guadae,Dayers,F,3,/,FALSE,FALSE
134,0146_01,Earth,FALSE,G/25/S,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Verly Wolferguson,0,146,1,Verly,Wolferguson,G,2,/,FALSE,FALSE
135,0147_01,Earth,TRUE,G/26/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Samie Hubbarrison,1,147,1,Samie,Hubbarrison,G,2,/,FALSE,FALSE
136,0148_01,Mars,FALSE,F/31/P,TRAPPIST-1e,42,FALSE,1072,0,10,0,76,Corsh Pashe,0,148,1,Corsh,Pashe,F,3,/,FALSE,FALSE
137,0149_01,Earth,TRUE,G/27/S,55 Cancri e,,FALSE,0,0,0,0,0,Billya Hubbarrison,1,149,1,Billya,Hubbarrison,G,2,/,FALSE,FALSE
138,0151_01,Earth,TRUE,G/20/P,55 Cancri e,38,FALSE,0,0,0,0,0,Shanie Simson,0,151,1,Shanie,Simson,G,2,/,FALSE,FALSE
139,0152_01,Earth,FALSE,F/32/P,,41,FALSE,0,0,0,0,607,Andan Estron,0,152,1,Andan,Estron,F,3,/,FALSE,FALSE
140,0160_01,Earth,FALSE,G/22/P,TRAPPIST-1e,22,FALSE,4119,0,0,0,61,Gory Atkinney,0,160,1,Gory,Atkinney,G,2,/,FALSE,FALSE
141,0163_01,Europa,TRUE,B/8/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Kabiton Hetforhaft,1,163,1,Kabiton,Hetforhaft,B,8,P,TRUE,TRUE
142,0163_02,Europa,TRUE,B/8/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Scharab Hetforhaft,1,163,2,Scharab,Hetforhaft,B,8,P,TRUE,TRUE
143,0164_01,Earth,FALSE,G/28/S,TRAPPIST-1e,57,FALSE,50,1688,0,,135,Fany Hutchinton,1,164,1,Fany,Hutchinton,G,2,/,TRUE,TRUE
144,0164_02,Earth,TRUE,G/28/S,PSO J318.5-22,17,FALSE,0,0,0,0,0,Ianya Hutchinton,0,164,2,Ianya,Hutchinton,G,2,/,TRUE,TRUE
145,0165_01,Mars,TRUE,F/37/P,TRAPPIST-1e,35,,0,0,0,0,0,Graven Anche,1,165,1,Graven,Anche,F,3,/,FALSE,FALSE
146,0167_01,Mars,TRUE,F/35/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Miten Floaf,1,167,1,Miten,Floaf,F,3,/,TRUE,TRUE
147,0167_02,Mars,FALSE,F/35/S,TRAPPIST-1e,27,FALSE,1365,0,48,22,137,Rios Floaf,0,167,2,Rios,Floaf,F,3,/,TRUE,TRUE
148,0169_01,Earth,TRUE,G/23/P,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Wandy Fisherry,0,169,1,Wandy,Fisherry,G,2,/,FALSE,FALSE
149,0170_01,Earth,FALSE,E/10/S,TRAPPIST-1e,24,FALSE,0,0,0,221,567,Mollie Mcmahoney,0,170,1,Mollie,Mcmahoney,E,1,/,FALSE,FALSE
150,0171_01,Earth,TRUE,G/30/S,PSO J318.5-22,19,FALSE,0,0,0,0,0,Coracy Gordanieves,1,171,1,Coracy,Gordanieves,G,3,/,FALSE,FALSE
151,0172_01,Earth,TRUE,G/24/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Hanna Johnshines,1,172,1,Hanna,Johnshines,G,2,/,FALSE,FALSE
152,0173_01,Earth,,E/11/S,TRAPPIST-1e,58,FALSE,0,985,0,5,0,Hilip Grifford,1,173,1,Hilip,Grifford,E,1,/,FALSE,FALSE
